vehicle1.identifier,vehicle1.trajectory,vehicle2.identifier,vehicle2.trajectory,vehicle3.identifier,vehicle3.trajectory,vehicle4.identifier,vehicle4.trajectory,vehicle5.identifier,vehicle5.trajectory,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,occultants.solid_level,occultants.semi_transparent_level,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
0,1,9,5,3,6,13,0,2,1,0.0719281,0.0030722,0.187417,0.264676,0.718948,0.935939,0.665295,0.256362,0.752611,0,0,0,0,167.278,24.9744,126.922,28.165,112.732,2.12097,0,0,0.917265,0,0,0,1
13,3,3,5,7,7,7,2,7,4,0.352089,0.102518,0.757511,0.511062,0.885306,0.991742,0.521296,0.273835,0.114654,0,0,0,0,165.811,54.2213,140.338,8.89465,127.199,10.2264,0,0,0,0.231899,0,0,0
3,4,6,2,9,2,2,5,14,0,0.645355,0.233343,0.933955,0.463204,0.385836,0.743986,0.696428,0.0312214,0.422045,0,0,0,0,105.506,69.6471,133.257,13.7365,136.428,6.60159,0.5717,0,0,0,0.0213632,0,1
15,3,12,1,5,1,14,3,9,0,0.120203,0.0735232,0.601652,0.345679,0.660407,0.0586345,0.776106,0.032286,0.156065,0,0,0,0,82.5115,35.138,137.113,27.2225,133.981,23.4709,0,0,0,0,0,0,0
14,0,6,7,4,5,2,5,15,3,0.364506,0.168802,0.62085,0.797234,0.495531,0.843945,0.701448,0.55682,0.200546,0,0,0,0,89.7132,58.0482,138.19,4.92571,133.957,31.2401,0,0,0,0,0,0,0
1,5,3,4,10,5,12,7,2,7,0.000868463,0.00051679,0.997233,0.530163,0.73831,0.37007,0.412177,0.430932,0.165449,0,0,0,0,87.7347,10.854,125.653,14.1228,124.38,30.4817,0,0,0,0.537378,0,0,0
5,0,8,2,8,3,6,6,12,1,0.01299,0.0651682,0.268695,0.425193,0.0256437,0.35776,0.793911,0.236536,0.642469,0,0,0,1,174.394,62.2198,130.197,14.8057,128.072,6.00173,0,0,0,0,0,0,0
4,5,15,3,11,2,6,0,0,6,0.296126,0.0564031,0.741189,0.0893971,0.00286947,0.840815,0.547274,0.184051,0.501953,0,0,0,0,149.237,59.9258,135.815,3.91281,135.865,31.1618,0,0,0.0987726,0,0,0,0
11,0,7,5,7,1,2,1,14,2,0.123655,0.439026,0.86463,0.0745375,0.211842,0.147734,0.275564,0.22342,0.139752,0,0,0,0,166.348,42.4801,132.067,10.5429,115.424,26.2798,0,0,0,0,0,0,0
11,1,2,4,1,2,11,4,2,1,0.406826,0.00438938,0.587999,0.636131,0.526388,0.974131,0.883565,0.244149,0.117221,0,0,0,0,105.3,92.619,112.801,21.0474,129.355,30.7447,0,0.00794498,0,0,0,0,0
13,1,1,7,14,2,3,1,13,3,0.0456766,0.044561,0.447598,0.127822,0.282735,0.46433,0.919504,0.183057,0.237608,0.0752251,0,0,0,141.617,77.2008,139.763,25.4958,132.578,0.620618,0,0,0,0,0,0,0
12,5,0,1,11,6,15,2,0,7,0.549109,0.0363014,0.961442,0.515159,0.081657,0.228369,0.428184,0.166216,0.0564142,0,0,0,0,96.2086,51.6925,140.207,26.1788,119.347,10.1512,0,0,0,0,0,0,0
5,3,15,6,6,0,7,5,14,0,0.322055,0.159296,0.445999,0.512815,0.302811,0.178953,0.434252,0.275124,0.79075,0,0,0,0,165.5,16.2746,142.163,25.7368,139.453,9.3629,0,0,0,0,0,0,0
11,7,0,6,10,7,5,0,2,0,0.335336,0.144428,0.786323,0.693194,0.0855958,0.279607,0.8486,0.000511932,0.142527,0,0,0,0,161.614,55.2292,131.209,21.7022,122.669,22.6337,0.538474,0,0,0,0.653701,0,1
9,2,10,1,4,2,1,0,3,2,0.382918,0.0083321,0.520577,0.316249,0.433148,0.588518,0.285743,0.321949,0.000476489,0,0,0,0,113.82,0.533026,125.586,8.21986,125.62,7.52694,0,0,0,0,0,0,0
8,7,2,4,12,2,15,7,15,5,0.0236143,0.0488332,0.434288,0.816148,0.296049,0.97729,0.835443,0.161185,0.0306325,0,0,0,0,100.724,41.3657,142.752,10.7853,113.341,19.6748,0,0,0,0,0.876946,0,0
9,2,15,2,10,2,6,7,5,4,0.174064,0.00206426,0.132159,0.298771,0.840395,0.0676842,0.784454,0.0784419,0.128579,0,0,0,0,166.444,45.3191,115.975,13.292,124.01,12.9904,0,0,0,0,0,0,0
0,5,2,3,1,4,7,1,5,3,0.0987145,0.0010366,0.52494,0.385517,0.0227041,0.725475,0.863146,0.269842,0.158529,0,0,0,0,109.967,44.2182,113.9,9.635,143.253,7.42814,0,0,0,0,0,0,0
11,1,14,2,12,4,3,0,9,6,0.004401,0.348003,0.970839,0.461869,0.89725,0.779688,0.542508,0.818755,0.597671,0,0,0,0,80.5698,31.0318,122.068,29.2021,124.24,7.26624,0,0,0,0,0,0,0
3,2,8,1,8,4,6,5,12,0,0.0412631,0.117755,0.896888,0.609125,0.488983,0.471715,0.96917,0.470991,0.0659097,0.225724,0,0,0,143.689,21.9051,142.292,22.3413,122.507,28.9286,0,0,0,0,0,0,0
10,3,8,5,12,4,2,4,8,0,0.193687,0.0124893,0.752985,0.635072,0.17869,0.136113,0.701625,0.140514,0.69083,0,0,0,0,108.337,86.6609,136.672,21.101,126.562,31.0494,0,0,0,0,0,0,0
2,3,4,5,1,4,13,2,6,6,0.0886571,0.492051,0.833408,0.497245,0.122152,0.943542,0.512881,0.141995,0.312759,0,0,0,0,171.155,70.597,115.366,31.8233,124.554,20.4515,0.358206,0,0,0,0.276685,0,1
10,3,4,5,0,4,0,4,2,6,0.214346,0.0392804,0.798782,0.245355,0.343137,0.588714,0.383299,0.379782,0.717586,0,0,0,0,90.6064,11.9573,125.764,26.1428,140.449,23.6786,0,0,0,0.558628,0,0,0
2,7,15,7,7,3,1,2,15,6,0.244894,0.0287731,0.116612,0.467301,0.488451,0.16081,0.640673,0.0403439,0.0492381,0,0,0,0,84.2885,69.4925,130.586,0.0026574,139.797,6.29239,0,0,0,0,0,0,0
13,7,4,2,15,2,2,2,5,7,0.194973,0.0562296,0.727366,0.362243,0.447146,0.362357,0.73767,0.198162,0.350289,0,0,0,0,106.907,0.611841,125.479,30.4319,113.051,6.57722,0,0,0,0,0,0,0
10,6,1,4,13,5,1,1,11,7,0.118051,0.497899,0.749774,0.923059,0.961786,0.337876,0.404045,0.00844195,0.062546,0,0,0,0,102.485,90.9072,142.395,9.93177,122.234,26.1535,0,0,0,0,0,0,0
7,1,10,1,3,0,15,5,0,3,0.0319809,0.0150932,0.696812,0.108192,0.765182,0.607905,0.21703,0.783595,0.0392221,0,0,0,0,97.6275,81.1803,118.393,22.2129,115.369,21.8491,0,0,0,0,0,0.79139,1
3,3,14,3,8,1,3,4,5,4,0.746565,0.0977618,0.486108,0.761278,0.939865,0.833222,0.960243,0.0401342,0.0424575,0.0405943,0,0,0,120.453,11.2179,142.297,30.2572,121.537,0.27371,0,0,0,0,0,0,0
2,7,6,7,2,1,6,5,7,6,0.433517,0.252199,0.892545,0.0814921,0.960912,0.0401911,0.579381,0.272657,0.0215911,0,0,0,0,173.964,18.254,139.558,8.10189,116.527,13.3782,0,0.111334,0,0,0,0,0
13,6,13,3,5,3,5,6,3,5,0.0079254,0.0329406,0.404182,0.328074,0.293253,0.639427,0.311544,0.0871256,0.121144,0,0,0,0,106.722,14.7118,138.27,0.368447,139.141,0.739287,0.740275,0,0,0,0,0,1
9,7,11,7,14,4,13,1,0,2,0.616177,0.324418,0.751453,0.210817,0.845325,0.0656813,0.801928,0.386993,0.000938164,0,0,0,0,126.799,43.702,117.224,11.2843,130.686,27.2548,0,0.594188,0,0.197461,0,0.22448,0
13,5,4,7,1,5,2,3,3,3,0.397877,0.0338974,0.0500022,0.493083,0.327314,0.125816,0.594675,0.385881,0.539177,0,0,0,0,133.412,89.3173,132.544,11.058,112.645,30.2698,0,0,0,0,0,0,0
13,1,15,2,0,4,12,3,13,2,0.534461,0.205427,0.565645,0.505488,0.348793,0.323852,0.270895,0.00503701,0.175059,0,0,0,0,100.465,92.7932,116.771,28.2401,131.379,5.44912,0,0,0,0,0,0,0
5,4,3,0,12,2,1,0,10,5,0.453267,0.00130557,0.459542,0.0636653,0.43165,0.438719,0.689657,0.331073,0.0635824,0,0,0,0,158.51,81.3769,140.869,0.866551,135.467,5.21786,0,0,0,0,0,0,0
8,1,2,6,13,3,15,7,5,7,0.690147,0.0372208,0.570583,0.913801,0.743058,0.233709,0.388667,0.0307932,0.647195,0,0,0,0,171.242,39.7968,131.655,23.7899,115.34,0.748583,0,0,0,0,0,0,0
8,4,12,4,1,5,0,4,5,2,0.0443496,0.0640839,0.871219,0.0897436,0.201857,0.839718,0.744046,0.641948,0.0348505,0,0,0,0,151.656,82.4784,133.966,9.69942,137.035,31.6823,0,0,0,0,0,0,0
1,5,13,0,4,6,9,7,7,0,0.289351,0.0144444,0.235579,0.754373,0.089522,0.581669,0.11139,0.038725,0.000810253,0,0,0,0,87.3293,55.6822,141.344,30.0742,120.25,22.2368,0,0,0,0,0,0,0
6,6,13,7,12,0,9,3,2,3,0.253613,0.00253828,0.0872471,0.80672,0.133714,0.837437,0.701332,0.539349,0.0254861,0,0,0,0,121.199,84.8021,142.146,12.2039,143.199,29.7967,0,0,0,0,0,0,0
6,5,2,0,1,6,1,0,2,5,0.820827,0.162097,0.889165,0.868939,0.322556,0.31593,0.947689,0.385328,0.178058,0.130852,0,0,0,140.799,10.5722,133.349,17.3249,137.028,23.1866,0,0,0,0,0.575254,0,0
3,1,0,6,0,0,9,3,12,2,0.261706,0.00776713,0.307265,0.202085,0.362247,0.644599,0.664389,0.150929,0.512977,0,0,0,0,111.393,90.1231,122.501,7.22998,129.619,30.4628,0,0,0,0,0,0,0
15,2,2,6,5,6,4,5,11,6,0.0142398,0.0646907,0.201662,0.159039,0.564383,0.936496,0.603022,0.622935,0.0164785,0,0,0,0,98.8962,50.8381,113.035,12.3906,138.352,26.4112,0,0,0,0,0,0,0
0,0,4,3,9,0,9,6,8,1,0.340607,0.108866,0.600083,0.436636,0.867952,0.0656468,0.72513,0.0368503,0.484587,0,0,0,0,113.143,88.9294,114.818,12.0396,125.763,5.26606,0,0,0,0,0,0,0
0,3,15,3,14,6,9,0,12,3,0.396597,0.0658681,0.331438,0.512083,0.308046,0.942539,0.84115,0.0971441,0.1848,0,0,0,0,84.2607,41.2336,116.519,13.5952,116.083,6.094,0,0,0,0,0,0,0
10,3,12,0,2,2,4,4,4,4,0.178722,0.153088,0.881617,0.410963,0.836483,0.712922,0.168735,0.564344,0.748104,0,0,0,0,123.058,85.7829,120.903,14.9893,124.233,25.5055,0,0,0,0,0,0,0
7,4,8,2,9,3,13,3,10,1,0.282805,0.196353,0.8011585,0.427394,0.1306093,0.4876595,0.55441,0.234662,0.748188,0,0,0,0.5,113.4445,11.50913,136.6335,22.28965,120.775,20.63425,0,0,0,0,0,0.4987915,1
8,4,10,1,11,7,7,6,1,5,0.129798,0.124377,0.93644,0.115031,0.962093,0.240793,0.777392,0.0015102,0.0140126,0,0,0,0,81.9351,78.6067,125.68,11.8142,137.912,5.58806,0.20369,0,0,0,0,0,1
4,7,11,2,7,1,9,5,5,5,0.624757,0.0045502,0.7659485,0.1634035,0.874279,0.499967,0.742725,0.0533486,0.5799445,0.0052553,0,0,0,91.3607,44.7454,131.5455,5.466155,127.9895,26.8453,0.3151845,0,0.313704,0,0,0,1
12,3,6,5,6,3,8,4,8,4,0.1606515,0.0522044,0.1124469,0.5202295,0.2487995,0.7469325,0.404842,0.1387986,0.2924375,0,0,0,0,101.7182,34.2005,133.5425,7.69144,127.3765,11.996105,0,0,0,0.4629465,0,0.840822,1
10,0,6,5,10,1,6,5,9,0,0.1441417,0.0063373,0.351016,0.2329784,0.704778,0.5263285,0.63464,0.313822,0.2042745,0,0,0,0,123.514,11.751275,131.066,5.244595,123.6005,21.7568,0,0,0.6608315,0.3731925,0,0,1
2,6,8,1,5,4,6,4,11,7,0.4425095,0.1128959,0.4860435,0.3995895,0.623005,0.273359,0.521994,0.3994187,0.1468077,0,0,0,0,159.8785,56.3129,132.116,30.99545,122.188,8.896325,0,0,0,0,0,0.7907605,1
8,1,5,4,9,6,10,3,5,2,0.2015315,0.2541574,0.649959,0.616542,0.3741571,0.3492875,0.6883035,0.0150079,0.3306077,0,0,0,0,95.39195,44.5054,134.261,17.25847,140.396,25.0595,0.5533685,0,0,0,0,0,1
9,5,10,4,7,2,14,3,8,4,0.2597685,0.133671,0.4414486,0.4918125,0.2563241,0.5168613,0.555447,0.244357,0.6167615,0,0,0,0.25,114.19175,12.675615,133.45625,15.799195,117.5855,11.90983,0,0,0,0.4629465,0,0.6755918,1
6,1,10,5,7,3,9,3,10,2,0.3826824,0.0200804,0.306087,0.1709767,0.5964005,0.3914477,0.5893615,0.1640429,0.3139312,0,0,0,0,107.9188,40.848838,123.368,4.0503225,119.48375,22.81925,0,0.253318,0.7569583,0.1865962,0,0,1
7,2,10,4,13,4,8,6,8,6,0.0781565,0.0794245,0.5367315,0.41657,0.741132,0.1393213,0.7225125,0.0393749,0.0110462,0,0,0,0,92.46505,41.66406,130.044,20.76675,130.115,12.13328,0.576183,0,0,0,0,0,1
8,5,9,4,3,4,9,4,5,6,0.0482913,0.2624958,0.618795,0.4126595,0.2077025,0.7914845,0.4122125,0.1145603,0.2169515,0,0,0,0,138.9385,42.6544,126.818,16.095873,131.8475,10.595394,0.5492405,0,0,0,0.1383425,0,1
4,1,5,5,8,2,11,4,5,4,0.3869937,0.0114473,0.5538545,0.1812129,0.3029513,0.3618674,0.5381997,0.0983803,0.4413686,0,0,0,0,112.9594,56.983569,118.177,16.556711,118.70488,16.655525,0,0.126659,0.6947531,0.0932981,0,0,1
7,2,5,5,9,2,2,7,9,5,0.0216861,0.186606,0.22343,0.2992515,0.7642605,0.595197,0.3093806,0.4026475,0.1209436,0,0,0,0,90.42675,72.0164,118.5755,16.92235,125.027,22.82445,0,0,0,0,0,0.3627885,1
12,4,0,6,8,5,8,3,7,3,0.0954175,0.0663227,0.447709,0.7191635,0.0841905,0.949245,0.5581105,0.0280282,0.2337455,0,0,0,0,122.5337,31.24499,130.3555,15.75312,126.6585,14.13337,0.404749,0,0,0,0,0.414626,1
10,3,11,2,13,4,2,6,15,4,0.24739,0.2056013,0.1083328,0.687654,0.791039,0.5875275,0.4592745,0.510697,0.290539,0,0,0,0,116.01455,43.910325,129.699,15.15419,119.793,26.5815,0.1229425,0,0.348825,0.3731925,0.4225535,0.2708145,1
7,3,10,3,10,7,10,2,7,3,0.1180125,0.1383064,0.591309,0.7498365,0.282891,0.2669582,0.7969872,0.153993,0.2425643,0.0358813,0,0,0,112.09198,61.24945,123.6625,10.511935,131.52,17.111535,0.2766843,0,0.3795785,0,0,0,1
4,0,6,1,14,5,7,2,6,3,0.3008635,0.356458,0.429447,0.451081,0.2280876,0.667865,0.4531295,0.3904462,0.2479446,0,0,0.3814925,0,133.274,55.7998,135.609,19.5036,134.5705,14.931435,0.498165,0,0,0,0,0,1
7,4,8,2,13,4,1,6,13,5,0.1205278,0.387796,0.1104258,0.654723,0.727736,0.6167215,0.1909517,0.6828045,0.1838141,0,0,0,0,87.4248,86.2923,126.3825,24.8133,121.3095,31.02195,0.1229425,0,0,0,0.4225535,0.2708145,1
6,1,3,4,10,4,10,4,7,3,0.343725,0.1297224,0.668682,0.667226,0.5946565,0.4978415,0.33836,0.3882897,0.514296,0,0,0.3814925,0,127.29895,63.2891,138.942,11.69907,132.7795,14.496035,0.0552035,0,0,0,0,0,1
5,3,5,3,10,4,10,6,1,5,0.2605515,0.0635957,0.869031,0.15324,0.4857976,0.28654,0.632215,0.017114,0.2914093,0,0,0,0,99.96755,75.8625,119.333,20.43865,127.919,8.03993,0.101845,0,0.316274,0,0,0,1
7,4,3,3,10,7,6,3,14,1,0.3467085,0.0968922,0.691591,0.3993485,0.446513,0.6503045,0.6281595,0.0318956,0.0682662,0,0,0,0,144.672,46.8217,131.5815,17.5708,135.6845,8.45866,0,0,0.4165275,0,0,0.323145,1
7,5,12,2,11,3,6,6,10,5,0.3408945,0.1030796,0.5526504,0.3574306,0.8031455,0.4553512,0.4918727,0.3015712,0.454782,0,0,0,0,105.47977,33.460612,128.831,12.32102,117.919,27.3746,0.0614712,0,0.4881165,0.1865962,0.2112768,0.1354073,1
12,4,5,4,9,6,10,1,3,2,0.5375885,0.1027047,0.801126,0.473332,0.2385594,0.356503,0.8922225,0.2772885,0.1478635,0.0440786,0,0,0,129.6915,70.8731,126.781,20.63885,127.436,22.5944,0.2720861,0,0,0,0.3268505,0,1
5,3,10,4,8,4,12,0,4,1,0.0983225,0.1613306,0.555289,0.3216155,0.3721723,0.6626455,0.657799,0.281406,0.860143,0,0,0,0.5,141.605,20.92635,133.003,21.70935,120.7975,6.337585,0,0,0.4586325,0,0,0,1
7,4,2,1,11,3,8,1,3,4,0.1163447,0.1149425,0.925839,0.9642235,0.1541025,0.472185,0.567909,0.1119506,0.2418707,0,0,0,0,115.5276,34.1394,128.3755,9.822895,132.45,18.5446,0.1391085,0,0.2620925,0,0,0,1
7,5,13,1,12,5,4,6,12,6,0.2762748,0.2544748,0.285296,0.6707923,0.8205483,0.4999601,0.4240524,0.4981726,0.398304,0,0,0,0,96.514437,60.053506,128.9015,19.87016,115.566,29.1499,0.1536781,0,0.2440582,0.0932981,0.5281919,0.3385181,1
7,1,12,5,9,3,7,4,13,2,0.452174,0.019578,0.229941,0.2500645,0.616075,0.4435265,0.5532,0.1704419,0.33142,0,0,0,0,118.4018,35.560325,123.048,2.872565,120.87,23.05975,0,0.253318,0.7753675,0.3731925,0,0,1
9,5,10,2,12,4,9,3,3,3,0.1272575,0.221983,0.9298005,0.246793,0.4937448,0.3150725,0.7138475,0.1539801,0.4908438,0,0,0,0.5,98.93355,47.7425,132.382,13.53395,133.3875,8.07113,0.101845,0,0,0,0,0,1
8,7,7,3,8,3,10,3,4,5,0.5675905,0.0925262,0.5899905,0.619186,0.94497,0.642448,0.698365,0.2864123,0.2729182,0.0052553,0,0.342314,0,112.1002,60.2241,126.683,16.23448,136.5365,15.878745,0.51594,0,0,0,0,0,1
12,5,3,6,7,4,11,3,6,4,0.1334577,0.075715,0.4323549,0.7371642,0.1508102,0.8488102,0.6339315,0.0856549,0.3301943,0,0,0,0,129.1441,21.06579,128.72375,16.56177,120.16825,9.7280225,0.404749,0,0,0.2314732,0,0.420411,1
11,3,1,3,6,5,5,3,6,3,0.5503115,0.1023918,0.600475,0.7844415,0.3338309,0.7093335,0.3962325,0.0655339,0.4815015,0,0,0,0,142.1315,57.07605,133.838,23.32645,123.6535,8.047145,0.0683305,0,0,0,0,0.4309365,1
7,4,6,1,9,5,2,3,13,3,0.366569,0.0461416,0.6959905,0.112987,0.7476745,0.419797,0.580357,0.0722678,0.0679307,0,0,0,0,155.2365,62.71005,142.4035,23.05725,121.5755,6.700275,0,0,0.4165275,0,0,0.427284,1
9,4,5,3,8,4,9,3,8,2,0.4165583,0.1493724,0.7008167,0.6059178,0.2322201,0.5984965,0.4753212,0.1500979,0.6148448,0,0,0,0.25,127.788,34.29259,135.23575,22.80805,122.21425,14.340698,0.0341653,0,0,0,0,0.464864,1
13,7,6,0,7,2,4,2,3,3,0.1357124,0.079879,0.8472585,0.6451575,0.4122715,0.4560895,0.843658,0.1999811,0.4427255,0.118807,0,0,0,120.6691,69.3291,125.1135,3.70332,129.3595,9.019895,0.1391085,0,0.330069,0,0,0,1
4,2,9,6,2,4,9,2,4,5,0.0910259,0.279912,0.798226,0.746276,0.2271195,0.89335,0.393919,0.1534885,0.1819745,0,0,0,0,134.4817,65.22235,127.2225,21.6144,128.773,17.94175,0.5502565,0,0,0,0.1383425,0,1
7,4,8,2,13,4,1,6,13,5,0.1205278,0.387796,0.1104258,0.654723,0.727736,0.6167215,0.1909517,0.6828045,0.1838141,0,0,0,0,87.4248,86.2923,126.3825,24.8133,121.3095,31.02195,0.1229425,0,0,0,0.4225535,0.2708145,1
5,4,8,6,8,2,9,7,11,4,0.061897,0.0525589,0.6969232,0.4437675,0.4288,0.3760291,0.7094018,0.0617873,0.0854121,0,0,0,0.5,116.86402,22.55086,121.0605,16.392725,127.885,14.64244,0.2880915,0,0,0,0,0,1
4,4,8,3,9,3,7,3,9,1,0.3718388,0.1973368,0.744622,0.3924098,0.3790041,0.7033158,0.6771135,0.1563137,0.641094,0,0,0,0.25,123.5555,45.286725,133.13,17.722925,128.61275,6.4695875,0.28585,0,0.2293162,0,0.0106816,0,1
9,3,11,3,4,0,15,4,3,5,0.1343564,0.043041,0.3892754,0.3322115,0.5736105,0.576984,0.386757,0.5188235,0.2622785,0,0,0,0,106.28325,47.5112,124.336,15.76082,114.8825,12.517255,0,0,0,0.4629465,0,0.821891,1
10,4,11,4,4,0,15,4,5,6,0.1855442,0.057015,0.235507,0.4442213,0.4778248,0.5615235,0.4716205,0.3864378,0.3738068,0,0,0,0,110.61112,30.67665,127.3075,12.53478,114.63925,7.8513325,0,0,0,0.6944198,0,0.8371415,1
6,2,8,4,9,5,11,3,6,4,0.2525031,0.0748768,0.5725817,0.4655247,0.2929212,0.3144128,0.6675935,0.1261866,0.3419665,0.0179407,0,0,0,112.52569,59.116509,120.91975,13.534323,125.11244,16.88353,0.1383421,0.0633295,0.5371658,0.0466491,0,0,1
7,6,11,3,7,2,12,4,7,5,0.4422627,0.0691106,0.6036985,0.327608,0.5653016,0.5084141,0.649086,0.1488528,0.598353,0.0026277,0,0,0.125,102.77622,28.710508,132.50088,10.632675,122.7875,19.377565,0.1575922,0,0.156852,0.2314732,0,0.3377959,1
5,3,7,6,7,3,7,7,9,6,0.0379344,0.0280244,0.4704366,0.3584892,0.6699,0.4387746,0.6512459,0.0981236,0.1507486,0,0,0,0.25,105.20851,40.32273,117.20925,14.015063,124.2665,14.58632,0.1440458,0,0,0,0,0.3627885,1
3,3,5,6,5,1,11,6,10,3,0.2163156,0.0185703,0.7054847,0.3260889,0.2097097,0.4873022,0.6172454,0.0912899,0.3005733,0,0,0,0.5,127.1112,30.210614,115.127,14.287706,122.17994,16.903562,0,0.0633295,0.3473766,0.0466491,0,0,1
7,4,6,5,8,4,8,5,9,4,0.2272463,0.0886984,0.5856267,0.4822035,0.45106,0.5186355,0.5632836,0.1241108,0.3827967,0,0,0,0.25,116.49826,37.30766,126.2225,18.411556,123.24038,14.463509,0.0891055,0,0,0,0,0.4138263,1
3,3,7,3,3,3,9,2,13,2,0.3202629,0.0283468,0.598007,0.451378,0.5257315,0.208383,0.545855,0.0961613,0.312154,0,0,0,0,123.1583,72.4962,122.7915,6.786175,125.9775,16.20349,0,0.253318,0.4265425,0,0,0.392909,1
5,6,6,5,5,2,10,5,9,3,0.306614,0.0591097,0.7235527,0.5450755,0.530719,0.6275925,0.697328,0.185306,0.2163481,0.0026277,0,0.171157,0.5,126.6816,31.83088,119.38,14.12659,131.09575,16.515172,0.25797,0,0,0,0,0,1
9,5,10,3,6,4,10,6,9,3,0.2244092,0.0530288,0.541669,0.4021535,0.2645375,0.612697,0.3850305,0.1249998,0.3249225,0,0,0,0,108.8395,10.42588,136.2265,14.847024,125.914,15.726794,0.3701375,0,0,0,0,0.4987915,1
11,4,11,2,4,2,14,4,2,6,0.0680881,0.1180195,0.2634332,0.4471073,0.4905892,0.3052367,0.471113,0.5371693,0.131643,0,0,0,0,126.45413,27.299135,127.6485,15.75161,121.14775,9.8281675,0,0,0.393413,0.2314732,0,0.4109455,1
6,4,6,4,9,4,9,6,5,5,0.2438989,0.076147,0.7273288,0.3177218,0.4684288,0.4025878,0.5977493,0.0706124,0.337103,0,0,0,0.125,108.2329,56.58508,122.77775,19.425103,125.57969,11.251719,0.0954753,0,0.158137,0,0,0.2069131,1
9,4,2,1,7,3,6,1,5,4,0.139435,0.1178435,0.6729065,0.5097055,0.1304363,0.5633305,0.793878,0.0553843,0.64178,0,0,0,0,97.5831,33.6917,128.7925,15.337945,134.863,15.80335,0.4890935,0,0,0,0.237152,0,1
5,6,7,1,5,4,7,5,12,5,0.537792,0.1185263,0.6043927,0.4222375,0.5533018,0.27554,0.60314,0.3922039,0.1777613,0,0,0,0,160.54675,49.128825,131.85225,26.907825,126.41575,11.056738,0,0,0.2082637,0,0,0.5771185,1
6,2,9,4,5,2,11,6,5,5,0.0349576,0.0215588,0.5836243,0.2333406,0.717541,0.5233398,0.4341379,0.4408593,0.0949853,0,0,0,0.125,101.41801,60.751515,117.80112,18.113981,119.81775,18.21771,0.0720229,0,0,0,0,0.5770892,1
9,5,9,6,7,2,6,4,5,4,0.1631844,0.349326,0.5747695,0.4869451,0.4888711,0.4832421,0.6483793,0.1219835,0.2588076,0,0,0,0,126.38105,21.555545,129.81088,23.454935,125.90112,15.241961,0.2023745,0,0,0.1157366,0,0.6951315,1
6,4,1,1,4,4,7,3,12,0,0.3948525,0.0153089,0.893405,0.7726115,0.2901804,0.500796,0.341126,0.1382653,0.4293305,0,0,0,0,157.0985,65.9208,127.69,14.8899,132.8135,11.24149,0.0683305,0,0,0,0,0.392909,1
8,6,8,3,8,4,10,3,4,4,0.5811728,0.0536275,0.7835372,0.3183678,0.5564192,0.428235,0.8174737,0.1653185,0.363904,0.0246669,0,0,0,110.5261,57.80925,129.16325,13.052503,127.71275,24.71985,0.2936353,0,0.156852,0,0.1634252,0,1
5,4,5,2,11,3,0,4,12,4,0.1027022,0.2023014,0.331101,0.1964915,0.752301,0.5521545,0.2218682,0.3787662,0.0159127,0,0,0,0,120.60025,81.5082,133.362,26.7199,121.263,16.749075,0,0,0,0,0,0.427284,1
3,1,3,5,9,2,12,5,3,5,0.3891493,0.0071308,0.6777382,0.1863309,0.1562267,0.3470772,0.5126189,0.065549,0.5050873,0,0,0,0,115.4797,65.050934,115.5815,22.809906,118.31544,13.573662,0,0.0633295,0.6636506,0.0466491,0,0,1
11,3,9,5,7,1,10,4,8,3,0.1904369,0.0386631,0.2163773,0.3946047,0.5434085,0.5361957,0.595562,0.283937,0.3448047,0,0,0,0,119.2265,12.796688,130.6725,7.2766675,118.99825,12.471105,0,0,0.3304158,0.6495427,0,0.426196,1
5,3,8,1,13,4,8,4,7,7,0.1420405,0.2227964,0.593921,0.8158506,0.4562646,0.3665326,0.3972227,0.3482063,0.2399722,0,0,0,0,117.57022,36.011553,132.71475,17.67398,123.5735,27.32185,0.0768391,0,0.3841216,0.0466491,0.2640959,0.1692591,1
7,4,7,3,10,7,8,3,11,2,0.2323605,0.1175993,0.64145,0.5745925,0.364702,0.4586314,0.7125734,0.0929443,0.1554153,0.0179407,0,0,0,128.38199,54.035575,127.622,14.041367,133.60225,12.785097,0.1383421,0,0.398053,0,0,0.1615725,1
1,4,9,3,4,5,10,2,7,4,0.2572188,0.057984,0.3367303,0.3321328,0.6709765,0.604649,0.5936445,0.3278903,0.4497093,0,0,0,0,163.57825,40.64365,129.519,29.580225,117.46,5.5086475,0,0,0.4586325,0,0,0.3953802,1
7,1,10,6,6,5,8,2,4,3,0.1474631,0.1609652,0.7065015,0.8059245,0.353122,0.5962227,0.4816302,0.089995,0.1908988,0,0,0,0,96.600175,52.17655,136.67,14.331985,136.694,20.24575,0.6478378,0,0,0,0,0,1
